"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002138","BP","GO:0002138","retinoic acid biosynthetic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"216453",1
"GO:0002371","BP","GO:0002371","dendritic cell cytokine production","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"24088",1
"GO:0002827","BP","GO:0002827","positive regulation of T-helper 1 type immune response","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"16177",1
"GO:0002921","BP","GO:0002921","negative regulation of humoral immune response","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12509",1
"GO:0003184","BP","GO:0003184","pulmonary valve morphogenesis","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"18128",1
"GO:0006851","BP","GO:0006851","mitochondrial calcium ion transmembrane transport","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"76137",1
"GO:0007252","BP","GO:0007252","I-kappaB phosphorylation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"24088",1
"GO:0007351","BP","GO:0007351","tripartite regional subdivision","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"22418",1
"GO:0008595","BP","GO:0008595","anterior/posterior axis specification, embryo","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"22418",1
"GO:0009220","BP","GO:0009220","pyrimidine ribonucleotide biosynthetic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"22271",1
"GO:0010644","BP","GO:0010644","cell communication by electrical coupling","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"16373",1
"GO:0010713","BP","GO:0010713","negative regulation of collagen metabolic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"18128",1
"GO:0010801","BP","GO:0010801","negative regulation of peptidyl-threonine phosphorylation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"114716",1
"GO:0010867","BP","GO:0010867","positive regulation of triglyceride biosynthetic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"26457",1
"GO:0015867","BP","GO:0015867","ATP transport","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"11732",1
"GO:0016074","BP","GO:0016074","sno(s)RNA metabolic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"319885",1
"GO:0016102","BP","GO:0016102","diterpenoid biosynthetic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"216453",1
"GO:0021924","BP","GO:0021924","cell proliferation in external granule layer","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"94187",1
"GO:0021930","BP","GO:0021930","cerebellar granule cell precursor proliferation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"94187",1
"GO:0031340","BP","GO:0031340","positive regulation of vesicle fusion","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12287",1
"GO:0031630","BP","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12287",1
"GO:0032695","BP","GO:0032695","negative regulation of interleukin-12 production","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"24088",1
"GO:0032700","BP","GO:0032700","negative regulation of interleukin-17 production","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"24088",1
"GO:0033574","BP","GO:0033574","response to testosterone","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12287",1
"GO:0033605","BP","GO:0033605","positive regulation of catecholamine secretion","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"18799",1
"GO:0035235","BP","GO:0035235","ionotropic glutamate receptor signaling pathway","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"21844",1
"GO:0042953","BP","GO:0042953","lipoprotein transport","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"11813",1
"GO:0044539","BP","GO:0044539","long-chain fatty acid import into cell","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"26457",1
"GO:0045019","BP","GO:0045019","negative regulation of nitric oxide biosynthetic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"19223",1
"GO:0045579","BP","GO:0045579","positive regulation of B cell differentiation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"16331",1
"GO:0045986","BP","GO:0045986","negative regulation of smooth muscle contraction","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"11554",1
"GO:0050862","BP","GO:0050862","positive regulation of T cell receptor signaling pathway","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"16534",1
"GO:0051131","BP","GO:0051131","chaperone-mediated protein complex assembly","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12759",1
"GO:0051350","BP","GO:0051350","negative regulation of lyase activity","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"14429",1
"GO:0055003","BP","GO:0055003","cardiac myofibril assembly","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"19130",1
"GO:0060033","BP","GO:0060033","anatomical structure regression","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"55994",1
"GO:0060707","BP","GO:0060707","trophoblast giant cell differentiation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"14622",1
"GO:0070417","BP","GO:0070417","cellular response to cold","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"13666",1
"GO:0070486","BP","GO:0070486","leukocyte aggregation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"229550",1
"GO:0071676","BP","GO:0071676","negative regulation of mononuclear cell migration","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"18600",1
"GO:0072087","BP","GO:0072087","renal vesicle development","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"14260",1
"GO:0097320","BP","GO:0097320","plasma membrane tubulation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"11982",1
"GO:0098696","BP","GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"56508",1
"GO:0106070","BP","GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"11554",1
"GO:1900452","BP","GO:1900452","regulation of long-term synaptic depression","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"58234",1
"GO:1901632","BP","GO:1901632","regulation of synaptic vesicle membrane organization","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12287",1
"GO:1901741","BP","GO:1901741","positive regulation of myoblast fusion","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12334",1
"GO:1902033","BP","GO:1902033","regulation of hematopoietic stem cell proliferation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"22418",1
"GO:1902236","BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"66725",1
"GO:1902259","BP","GO:1902259","regulation of delayed rectifier potassium channel activity","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"432442",1
"GO:1904406","BP","GO:1904406","negative regulation of nitric oxide metabolic process","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"19223",1
"GO:1905664","BP","GO:1905664","regulation of calcium ion import across plasma membrane","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"11554",1
"GO:1905874","BP","GO:1905874","regulation of postsynaptic density organization","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"228880",1
"GO:2000725","BP","GO:2000725","regulation of cardiac muscle cell differentiation","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"12444",1
"GO:2000786","BP","GO:2000786","positive regulation of autophagosome assembly","1/479","19/28891",0.27221676378372,0.446961329463492,0.369120824075542,"117150",1
"GO:0016573","BP","GO:0016573","histone acetylation","2/479","62/28891",0.27459790203761,0.450340559341681,0.371911544514097,"319974/64050",2
"GO:0021575","BP","GO:0021575","hindbrain morphogenesis","2/479","62/28891",0.27459790203761,0.450340559341681,0.371911544514097,"19130/11941",2
"GO:1903053","BP","GO:1903053","regulation of extracellular matrix organization","2/479","62/28891",0.27459790203761,0.450340559341681,0.371911544514097,"18128/208177",2
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","6/479","264/28891",0.274831269677785,0.450370050859129,0.371935899939289,"13838/18128/19223/74370/68655/19309",6
"GO:0044403","BP","GO:0044403","biological process involved in symbiotic interaction","6/479","264/28891",0.274831269677785,0.450370050859129,0.371935899939289,"228545/12540/18705/18550/17951/226026",6
"GO:0070661","BP","GO:0070661","leukocyte proliferation","9/479","425/28891",0.274957797401945,0.45040090432234,0.371961380120717,"16331/12509/17973/57916/12759/12053/13383/320484/94185",9
"GO:0007200","BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","3/479","110/28891",0.275243226148597,0.450515527105062,0.372056040784241,"233079/216749/225642",3
"GO:2001243","BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","3/479","110/28891",0.275243226148597,0.450515527105062,0.372056040784241,"217558/12759/66725",3
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","8/479","372/28891",0.277622180036718,0.454231595036603,0.375124937278837,"13838/13666/76375/72293/12759/223453/17886/66725",8
"GO:0031396","BP","GO:0031396","regulation of protein ubiquitination","5/479","213/28891",0.2794103826436,0.454996204010597,0.375756385853852,"244666/67141/18230/80280/66725",5
"GO:0001947","BP","GO:0001947","heart looping","2/479","63/28891",0.280751223243611,0.454996204010597,0.375756385853852,"18128/22418",2
"GO:0031102","BP","GO:0031102","neuron projection regeneration","2/479","63/28891",0.280751223243611,0.454996204010597,0.375756385853852,"13838/16971",2
"GO:0032655","BP","GO:0032655","regulation of interleukin-12 production","2/479","63/28891",0.280751223243611,0.454996204010597,0.375756385853852,"24088/15900",2
"GO:0042491","BP","GO:0042491","inner ear auditory receptor cell differentiation","2/479","63/28891",0.280751223243611,0.454996204010597,0.375756385853852,"18128/11941",2
"GO:0045620","BP","GO:0045620","negative regulation of lymphocyte differentiation","2/479","63/28891",0.280751223243611,0.454996204010597,0.375756385853852,"20377/12053",2
"GO:0048255","BP","GO:0048255","mRNA stabilization","2/479","63/28891",0.280751223243611,0.454996204010597,0.375756385853852,"12457/268491",2
"GO:2001238","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","2/479","63/28891",0.280751223243611,0.454996204010597,0.375756385853852,"66813/20377",2
"GO:0042113","BP","GO:0042113","B cell activation","7/479","320/28891",0.282188582685931,0.454996204010597,0.375756385853852,"16331/20377/15900/270110/57916/12053/94185",7
"GO:0030705","BP","GO:0030705","cytoskeleton-dependent intracellular transport","5/479","214/28891",0.282592063592891,0.454996204010597,0.375756385853852,"13518/12540/71602/17755/246317",5
"GO:0051648","BP","GO:0051648","vesicle localization","5/479","214/28891",0.282592063592891,0.454996204010597,0.375756385853852,"70612/74772/12560/71602/66725",5
"GO:0006986","BP","GO:0006986","response to unfolded protein","3/479","112/28891",0.284247195032121,0.454996204010597,0.375756385853852,"13666/17973/80280",3
"GO:0008344","BP","GO:0008344","adult locomotory behavior","3/479","112/28891",0.284247195032121,0.454996204010597,0.375756385853852,"13838/12444/20273",3
"GO:0060349","BP","GO:0060349","bone morphogenesis","3/479","112/28891",0.284247195032121,0.454996204010597,0.375756385853852,"14683/269941/12817",3
"GO:0002643","BP","GO:0002643","regulation of tolerance induction","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"98432",1
"GO:0003215","BP","GO:0003215","cardiac right ventricle morphogenesis","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"18128",1
"GO:0006085","BP","GO:0006085","acetyl-CoA biosynthetic process","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"18598",1
"GO:0006098","BP","GO:0006098","pentose-phosphate shunt","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"74370",1
"GO:0006309","BP","GO:0006309","apoptotic DNA fragmentation","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"208194",1
"GO:0007379","BP","GO:0007379","segment specification","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"16373",1
"GO:0008334","BP","GO:0008334","histone mRNA metabolic process","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"70640",1
"GO:0009886","BP","GO:0009886","post-embryonic animal morphogenesis","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"14683",1
"GO:0010958","BP","GO:0010958","regulation of amino acid import across plasma membrane","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"105727",1
"GO:0014061","BP","GO:0014061","regulation of norepinephrine secretion","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"18799",1
"GO:0015810","BP","GO:0015810","aspartate transmembrane transport","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"100604",1
"GO:0016075","BP","GO:0016075","rRNA catabolic process","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"319885",1
"GO:0021534","BP","GO:0021534","cell proliferation in hindbrain","1/479","20/28891",0.28429102847434,0.454996204010597,0.375756385853852,"94187",1
